,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,-1.522369384765625,-1.427642822265625,-1.341705322265625,-1.237213134765625,-1.181549072265625,-1.158111572265625,-1.196197509765625,-1.315338134765625,-1.452056884765625,-1.455963134765625,-1.432525634765625,-1.374908447265625,-1.295806884765625,-1.143463134765625,-0.958892822265625,-0.727447509765625,-0.532135009765625,-0.380767822265625,-0.316314697265625,-0.081939697265625,0.112396240234375,0.254974365234375,0.392669677734375,0.561614990234375,0.755950927734375,0.993255615234375,1.165130615234375,1.273529052734375,1.328216552734375,1.406341552734375,1.485443115234375,1.514739990234375,1.550872802734375,1.596771240234375,1.665130615234375,1.730560302734375,1.759857177734375,1.732513427734375,1.700286865234375,1.673919677734375,1.653411865234375,1.606536865234375,1.521575927734375,1.379974365234375,1.224700927734375,1.087982177734375,0.959075927734375,0.686614990234375,0.428802490234375,0.184661865234375,-0.025299072265625,-0.222564697265625,-0.398345947265625
1,-1.538970947265625,-1.428619384765625,-1.332916259765625,-1.295806884765625,-1.283111572265625,-1.285064697265625,-1.319244384765625,-1.447174072265625,-1.606353759765625,-1.728424072265625,-1.799713134765625,-1.706939697265625,-1.543853759765625,-1.380767822265625,-1.197174072265625,-0.965728759765625,-0.713775634765625,-0.461822509765625,-0.287017822265625,-0.168853759765625,-0.038970947265625,0.074310302734375,0.200286865234375,0.381927490234375,0.576263427734375,0.779388427734375,0.968841552734375,1.053802490234375,1.142669677734375,1.231536865234375,1.302825927734375,1.340911865234375,1.362396240234375,1.385833740234375,1.431732177734375,1.426849365234375,1.395599365234375,1.355560302734375,1.318450927734375,1.294036865234375,1.273529052734375,1.249114990234375,1.192474365234375,1.058685302734375,0.933685302734375,0.808685302734375,0.644622802734375,0.407318115234375,0.130950927734375,-0.137603759765625,-0.382720947265625,-0.534088134765625,-0.659088134765625
2,-1.462799072265625,-1.353424072265625,-1.246978759765625,-1.208892822265625,-1.192291259765625,-1.194244384765625,-1.239166259765625,-1.356353759765625,-1.512603759765625,-1.603424072265625,-1.545806884765625,-1.385650634765625,-1.205963134765625,-1.039947509765625,-0.857330322265625,-0.621002197265625,-0.371002197265625,-0.177642822265625,-0.135650634765625,-0.192291259765625,-0.184478759765625,-0.071197509765625,0.066497802734375,0.236419677734375,0.431732177734375,0.597747802734375,0.757904052734375,0.902435302734375,1.007904052734375,1.101654052734375,1.178802490234375,1.209075927734375,1.232513427734375,1.259857177734375,1.313568115234375,1.303802490234375,1.275482177734375,1.235443115234375,1.201263427734375,1.173919677734375,1.153411865234375,1.102630615234375,0.975677490234375,0.770599365234375,0.628021240234375,0.496185302734375,0.352630615234375,0.090911865234375,-0.182525634765625,-0.448150634765625,-0.643463134765625,-0.706939697265625,-0.753814697265625
3,-1.341705322265625,-1.233306884765625,-1.140533447265625,-1.073150634765625,-1.020416259765625,-1.009674072265625,-1.035064697265625,-1.125885009765625,-1.207916259765625,-1.151275634765625,-1.067291259765625,-0.852447509765625,-0.633697509765625,-0.419830322265625,-0.239166259765625,-0.003814697265625,0.114349365234375,0.158294677734375,0.121185302734375,-0.000885009765625,-0.178619384765625,-0.139556884765625,-0.069244384765625,0.096771240234375,0.260833740234375,0.378021240234375,0.497161865234375,0.673919677734375,0.837005615234375,0.992279052734375,1.066497802734375,1.101654052734375,1.149505615234375,1.213958740234375,1.259857177734375,1.273529052734375,1.264739990234375,1.233489990234375,1.203216552734375,1.167083740234375,1.112396240234375,1.014739990234375,0.891693115234375,0.635833740234375,0.395599365234375,0.169036865234375,0.008880615234375,-0.234283447265625,-0.496002197265625,-0.745025634765625,-0.901275634765625,-0.925689697265625,-0.862213134765625
4,-1.233306884765625,-1.124908447265625,-1.011627197265625,-0.954010009765625,-0.901275634765625,-0.852447509765625,-0.796783447265625,-0.776275634765625,-0.711822509765625,-0.647369384765625,-0.525299072265625,-0.330963134765625,-0.094635009765625,0.137786865234375,0.359466552734375,0.399505615234375,0.428802490234375,0.443450927734375,0.423919677734375,0.263763427734375,0.086029052734375,-0.077056884765625,-0.134674072265625,-0.076080322265625,0.036224365234375,0.147552490234375,0.278411865234375,0.433685302734375,0.619232177734375,0.800872802734375,0.940521240234375,1.023529052734375,1.091888427734375,1.160247802734375,1.221771240234375,1.219818115234375,1.211029052734375,1.200286865234375,1.158294677734375,1.090911865234375,0.986419677734375,0.881927490234375,0.719818115234375,0.486419677734375,0.212005615234375,-0.055572509765625,-0.306549072265625,-0.560455322265625,-0.809478759765625,-1.054595947265625,-1.273345947265625,-1.232330322265625,-1.164947509765625
5,-1.276275634765625,-1.166900634765625,-0.992095947265625,-0.854400634765625,-0.800689697265625,-0.717681884765625,-0.571197509765625,-0.431549072265625,-0.361236572265625,-0.216705322265625,0.001068115234375,0.251068115234375,0.489349365234375,0.664154052734375,0.720794677734375,0.741302490234375,0.751068115234375,0.733489990234375,0.478607177734375,0.261810302734375,0.087982177734375,-0.054595947265625,-0.116119384765625,-0.078033447265625,0.030364990234375,0.138763427734375,0.243255615234375,0.323333740234375,0.455169677734375,0.633880615234375,0.777435302734375,0.833099365234375,0.878997802734375,0.948333740234375,0.988372802734375,0.998138427734375,0.991302490234375,0.983489990234375,0.897552490234375,0.737396240234375,0.630950927734375,0.503997802734375,0.295989990234375,-0.065338134765625,-0.377838134765625,-0.653228759765625,-0.928619384765625,-1.192291259765625,-1.448150634765625,-1.688385009765625,-1.782135009765625,-1.787017822265625,-1.720611572265625
6,-1.329986572265625,-1.158111572265625,-0.948150634765625,-0.797760009765625,-0.701080322265625,-0.501861572265625,-0.278228759765625,-0.119049072265625,0.028411865234375,0.276458740234375,0.576263427734375,0.849700927734375,0.987396240234375,1.049896240234375,1.063568115234375,1.080169677734375,0.976654052734375,0.693450927734375,0.411224365234375,0.228607177734375,0.085052490234375,-0.001861572265625,-0.055572509765625,-0.007720947265625,0.079193115234375,0.172943115234375,0.256927490234375,0.313568115234375,0.358489990234375,0.508880615234375,0.611419677734375,0.632904052734375,0.659271240234375,0.706146240234375,0.741302490234375,0.741302490234375,0.739349365234375,0.721771240234375,0.594818115234375,0.412200927734375,0.249114990234375,0.085052490234375,-0.246978759765625,-0.651275634765625,-1.046783447265625,-1.325103759765625,-1.602447509765625,-1.878814697265625,-2.139556884765625,-2.330963134765625,-2.353424072265625,-2.361236572265625,-2.309478759765625
7,-1.364166259765625,-1.149322509765625,-0.933502197265625,-0.717681884765625,-0.493072509765625,-0.265533447265625,-0.039947509765625,0.188568115234375,0.487396240234375,0.791107177734375,1.094818115234375,1.256927490234375,1.321380615234375,1.334075927734375,1.347747802734375,1.181732177734375,0.924896240234375,0.638763427734375,0.404388427734375,0.241302490234375,0.154388427734375,0.069427490234375,0.035247802734375,0.064544677734375,0.145599365234375,0.224700927734375,0.295013427734375,0.338958740234375,0.380950927734375,0.421966552734375,0.453216552734375,0.471771240234375,0.488372802734375,0.504974365234375,0.490325927734375,0.483489990234375,0.483489990234375,0.429779052734375,0.295013427734375,0.105560302734375,-0.084869384765625,-0.382720947265625,-0.742095947265625,-1.164947509765625,-1.577056884765625,-1.938385009765625,-2.216705322265625,-2.495025634765625,-2.710845947265625,-2.856353759765625,-2.864166259765625,-2.871978759765625,-2.853424072265625
8,-1.431549072265625,-1.219635009765625,-1.010650634765625,-0.801666259765625,-0.551666259765625,-0.275299072265625,-0.050689697265625,0.195404052734375,0.479583740234375,0.801849365234375,1.148529052734375,1.338958740234375,1.208099365234375,1.188568115234375,1.148529052734375,1.036224365234375,0.744232177734375,0.422943115234375,0.085052490234375,0.116302490234375,0.139739990234375,0.142669677734375,0.081146240234375,0.137786865234375,0.229583740234375,0.368255615234375,0.433685302734375,0.419036865234375,0.386810302734375,0.429779052734375,0.460052490234375,0.477630615234375,0.460052490234375,0.377044677734375,0.301849365234375,0.245208740234375,0.232513427734375,0.191497802734375,0.042083740234375,-0.154205322265625,-0.391510009765625,-0.644439697265625,-0.938385009765625,-1.297760009765625,-1.704986572265625,-2.053619384765625,-2.344635009765625,-2.591705322265625,-2.814361572265625,-2.959869384765625,-3.038970947265625,-3.067291259765625,-3.026275634765625
9,-1.505767822265625,-1.299713134765625,-1.096588134765625,-0.887603759765625,-0.626861572265625,-0.347564697265625,-0.078033447265625,0.174896240234375,0.503997802734375,0.863372802734375,1.247161865234375,1.375091552734375,1.297943115234375,1.129974365234375,1.032318115234375,0.821380615234375,0.517669677734375,0.125091552734375,-0.155181884765625,-0.211822509765625,-0.007720947265625,0.113372802734375,0.182708740234375,0.222747802734375,0.391693115234375,0.557708740234375,0.670989990234375,0.572357177734375,0.483489990234375,0.433685302734375,0.465911865234375,0.413177490234375,0.330169677734375,0.238372802734375,0.153411865234375,0.071380615234375,0.001068115234375,-0.058502197265625,-0.233306884765625,-0.470611572265625,-0.725494384765625,-0.984283447265625,-1.246002197265625,-1.508697509765625,-1.871002197265625,-2.182525634765625,-2.431549072265625,-2.645416259765625,-2.838775634765625,-3.004791259765625,-3.130767822265625,-3.215728759765625,-3.235260009765625
