,Lats,Lons,U_windspeed,V_windspeed,DewpointTemp,Temp,SurfPressure,Precip
0,47.199999999999974,-122.2000000000001,0.8813629150390625,-1.522369384765625,284.55810546875,298.48291015625,99401.5,1.7267465409531724e-05
1,47.199999999999974,-122.10000000000011,1.0219879150390625,-1.427642822265625,284.47412109375,298.26416015625,98706.5,1.6939639863267075e-05
2,47.199999999999974,-122.00000000000011,1.2133941650390625,-1.341705322265625,284.39990234375,297.79541015625,97682.5,1.3065337952866685e-05
3,47.199999999999974,-121.90000000000012,1.3969879150390625,-1.237213134765625,283.59912109375,296.88916015625,95374.5,1.2499093827500474e-05
4,47.199999999999974,-121.80000000000013,1.5415191650390625,-1.181549072265625,283.07958984375,296.28955078125,93669.5,1.2052058991685044e-05
5,47.199999999999974,-121.70000000000013,1.6567535400390625,-1.158111572265625,282.74560546875,295.90869140625,92425.5,1.1098384675278794e-05
6,47.199999999999974,-121.60000000000014,1.6919097900390625,-1.196197509765625,282.47802734375,295.86572265625,91670.5,8.744001206650864e-06
7,47.199999999999974,-121.50000000000014,1.5844879150390625,-1.315338134765625,281.94091796875,296.31884765625,91024.5,6.1810014813090675e-06
8,47.199999999999974,-121.40000000000015,1.4360504150390625,-1.452056884765625,281.25927734375,296.92822265625,90331.5,3.4093854992534034e-06
9,47.199999999999974,-121.30000000000015,1.4487457275390625,-1.455963134765625,280.59912109375,297.11962890625,89468.5,2.8431413738871925e-06
10,47.199999999999974,-121.20000000000016,1.4878082275390625,-1.432525634765625,280.16357421875,297.50439453125,89440.5,2.515315827622544e-06
11,47.199999999999974,-121.10000000000016,1.5493316650390625,-1.374908447265625,279.92333984375,298.08837890625,89967.5,2.3663042156840675e-06
12,47.199999999999974,-121.00000000000017,1.6069488525390625,-1.295806884765625,280.19287109375,299.01416015625,91087.5,1.8000600903178565e-06
13,47.199999999999974,-120.90000000000018,1.6362457275390625,-1.143463134765625,279.94677734375,300.20166015625,92219.5,1.7106531231547706e-06
14,47.199999999999974,-120.80000000000018,1.6665191650390625,-0.958892822265625,279.41357421875,301.24267578125,92922.5,1.7106531231547706e-06
15,47.199999999999974,-120.70000000000019,1.7094879150390625,-0.727447509765625,278.39990234375,301.53369140625,92161.5,1.7106531231547706e-06
16,47.199999999999974,-120.6000000000002,1.7173004150390625,-0.532135009765625,276.97412109375,300.51611328125,89715.5,1.7106531231547706e-06
17,47.199999999999974,-120.5000000000002,1.6899566650390625,-0.380767822265625,274.97021484375,299.48291015625,87164.5,1.7106531231547706e-06
18,47.199999999999974,-120.4000000000002,1.5952301025390625,-0.316314697265625,272.29638671875,298.89306640625,85307.5,1.7106531231547706e-06
19,47.199999999999974,-120.30000000000021,1.5190582275390625,-0.081939697265625,272.80419921875,300.31689453125,87171.5,1.7106531231547706e-06
20,47.199999999999974,-120.20000000000022,1.4204254150390625,0.112396240234375,273.60498046875,302.42236328125,90226.5,1.7106531231547706e-06
21,47.199999999999974,-120.10000000000022,1.2983551025390625,0.254974365234375,274.57177734375,305.17431640625,94389.5,1.7106531231547706e-06
22,47.199999999999974,-120.00000000000023,1.2631988525390625,0.392669677734375,274.73388671875,306.52197265625,96224.5,1.7106531231547706e-06
23,47.199999999999974,-119.90000000000023,1.3442535400390625,0.561614990234375,274.43505859375,307.07666015625,96761.5,1.7106531231547706e-06
24,47.199999999999974,-119.80000000000024,1.5239410400390625,0.755950927734375,273.67724609375,306.86572265625,96140.5,1.7106531231547706e-06
25,47.199999999999974,-119.70000000000024,1.6206207275390625,0.993255615234375,273.29833984375,306.96337890625,96191.5,1.7106531231547706e-06
26,47.199999999999974,-119.60000000000025,1.7124176025390625,1.165130615234375,273.25732421875,307.24267578125,96724.5,1.7106531231547706e-06
27,47.199999999999974,-119.50000000000026,1.7944488525390625,1.273529052734375,273.46826171875,307.61376953125,97520.5,1.7106531231547706e-06
28,47.199999999999974,-119.40000000000026,1.8774566650390625,1.328216552734375,273.50927734375,307.75634765625,97686.5,1.7106531231547706e-06
29,47.199999999999974,-119.30000000000027,1.9653472900390625,1.406341552734375,273.32373046875,307.66455078125,97323.5,1.7106531231547706e-06
30,47.199999999999974,-119.20000000000027,2.0639801025390625,1.485443115234375,273.06396484375,307.47509765625,96776.5,1.7106531231547706e-06
31,47.199999999999974,-119.10000000000028,2.2094879150390625,1.514739990234375,273.05615234375,307.10595703125,96453.5,1.7106531231547706e-06
32,47.199999999999974,-119.00000000000028,2.3794097900390625,1.550872802734375,273.12255859375,306.87548828125,96227.5,1.7106531231547706e-06
